C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_55_675.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_55_675.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_55_675.jpg,0,1,0,24.58645
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_55_743.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_55_743.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_55_743.jpg,0,1,0,25.35672
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_55_810.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_55_810.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_55_810.jpg,0,1,0,25.9302
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_55_878.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_55_878.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_55_878.jpg,0,1,0,26.68889
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_55_948.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_55_948.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_55_948.jpg,0,1,0,27.254
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_016.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_016.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_016.jpg,0,1,0,28.00197
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_086.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_086.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_086.jpg,0,1,0,28.5591
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_153.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_153.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_153.jpg,0,1,0,29.11292
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_221.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_221.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_221.jpg,0,1,0,29.84614
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_289.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_289.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_289.jpg,0,1,0,30.19196
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_362.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_362.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_362.jpg,0,1,0,30.19027
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_433.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_433.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_433.jpg,0.15,1,0,30.18413
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_503.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_503.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_503.jpg,0.35,1,0,30.16348
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_571.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_571.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_571.jpg,0,1,0,30.18903
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_642.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_642.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_642.jpg,0,1,0,30.18957
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_711.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_711.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_711.jpg,0,1,0,30.18995
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_781.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_781.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_781.jpg,0,1,0,30.19023
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_849.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_849.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_849.jpg,0,1,0,30.19035
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_918.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_918.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_918.jpg,0,1,0,30.19033
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_56_987.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_56_987.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_56_987.jpg,0.05,1,0,30.18976
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_056.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_056.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_056.jpg,0.25,1,0,30.17504
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_122.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_122.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_122.jpg,0,1,0,30.18306
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_191.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_191.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_191.jpg,0,1,0,30.18962
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_261.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_261.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_261.jpg,0,1,0,30.18992
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_330.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_330.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_330.jpg,0,1,0,29.83581
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_399.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_399.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_399.jpg,0.1,1,0,30.27984
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_468.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_468.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_468.jpg,0.25,1,0,29.54829
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_538.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_538.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_538.jpg,0.45,1,0,28.98697
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_607.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_607.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_607.jpg,0,1,0,28.61786
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_679.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_679.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_679.jpg,0,1,0,28.45272
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_748.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_748.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_748.jpg,0,1,0,28.89735
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_818.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_818.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_818.jpg,0,1,0,28.39075
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_887.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_887.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_887.jpg,0,1,0,28.863
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_57_954.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_57_954.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_57_954.jpg,0,1,0,29.39058
C:\Users\Sougat\Desktop\IMG\center_2020_04_18_10_51_58_021.jpg,C:\Users\Sougat\Desktop\IMG\left_2020_04_18_10_51_58_021.jpg,C:\Users\Sougat\Desktop\IMG\right_2020_04_18_10_51_58_021.jpg,0,1,0,29.43704
