C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_163.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_163.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_163.jpg,0,1,0,30.19029
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_230.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_230.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_230.jpg,0,1,0,30.19029
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_297.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_297.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_297.jpg,0,1,0,30.1903
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_370.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_370.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_370.jpg,0,1,0,30.19029
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_444.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_444.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_444.jpg,0,1,0,30.19029
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_512.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_512.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_512.jpg,0,1,0,30.19023
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_581.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_581.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_581.jpg,0,1,0,30.19032
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_651.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_651.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_651.jpg,0,1,0,30.19023
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_725.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_725.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_725.jpg,0,1,0,30.1901
C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\center_2020_04_15_11_11_29_800.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\left_2020_04_15_11_11_29_800.jpg,C:\Users\Sougat\Documents\ML\Self Driving Car Project\data\IMG\right_2020_04_15_11_11_29_800.jpg,0,1,0,30.19041
